2017-12-06 18:00:55 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 19:16:58 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (4ecadff9a85fa5d0fbe52016e7c68dd5)] -> xpath: .//*[@id='passwd']]
2017-12-06 19:16:59 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (4ecadff9a85fa5d0fbe52016e7c68dd5)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 19:16:59 INFO  TC001_LoginVerify:31 - ==========Finished verifying credential test============
2017-12-06 19:18:05 INFO  TC001_LoginVerify:26 - =======Etarting verifying credentials test=========
2017-12-06 19:18:06 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (ce9b9248348ff6d8c9fd1483638bae1c)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 19:18:06 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (ce9b9248348ff6d8c9fd1483638bae1c)] -> xpath: .//*[@id='email']]
2017-12-06 19:18:06 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (ce9b9248348ff6d8c9fd1483638bae1c)] -> xpath: .//*[@id='passwd']]
2017-12-06 19:18:07 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (ce9b9248348ff6d8c9fd1483638bae1c)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 19:18:07 INFO  TC001_LoginVerify:31 - ==========Finished verifying credential test============
2017-12-06 19:18:58 INFO  TC001_LoginVerify:26 - =======Etarting verifying credentials test=========
2017-12-06 19:18:59 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (810dcba45faeaf665977889cb89efd3c)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 19:19:00 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (810dcba45faeaf665977889cb89efd3c)] -> xpath: .//*[@id='email']]
2017-12-06 19:19:00 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (810dcba45faeaf665977889cb89efd3c)] -> xpath: .//*[@id='passwd']]
2017-12-06 19:19:01 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (810dcba45faeaf665977889cb89efd3c)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 19:19:01 INFO  TC001_LoginVerify:31 - ==========Finished verifying credential test============
2017-12-06 19:22:31 INFO  TestBase:43 - Creating the object of chrome
2017-12-06 19:22:33 INFO  TestBase:57 - Navigating to http://automationpractice.com/index.php
2017-12-06 19:22:46 INFO  TestBase:43 - Creating the object of chrome
2017-12-06 19:22:48 INFO  TestBase:57 - Navigating to http://automationpractice.com/index.php
2017-12-06 19:23:02 INFO  TestBase:43 - Creating the object of chrome
2017-12-06 19:23:04 INFO  TestBase:57 - Navigating to http://automationpractice.com/index.php
2017-12-06 19:23:09 INFO  TestBase:43 - Creating the object of chrome
2017-12-06 19:23:11 INFO  TestBase:57 - Navigating to http://automationpractice.com/index.php
2017-12-06 19:23:16 INFO  TestBase:43 - Creating the object of chrome
2017-12-06 19:23:18 INFO  TestBase:57 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:15:38 INFO  TestBase:44 - Creating the object of chrome
2017-12-06 20:15:40 INFO  TestBase:58 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:15:54 INFO  TestBase:44 - Creating the object of chrome
2017-12-06 20:15:56 INFO  TestBase:58 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:16:10 INFO  TestBase:44 - Creating the object of chrome
2017-12-06 20:16:12 INFO  TestBase:58 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:16:18 INFO  TestBase:44 - Creating the object of chrome
2017-12-06 20:16:20 INFO  TestBase:58 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:16:25 INFO  TestBase:44 - Creating the object of chrome
2017-12-06 20:16:27 INFO  TestBase:58 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:23:14 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-06 20:23:15 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (a4ddb4ea4a5c931ed19e331e8eab6f28)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 20:23:15 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (a4ddb4ea4a5c931ed19e331e8eab6f28)] -> xpath: .//*[@id='email']]
2017-12-06 20:23:15 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (a4ddb4ea4a5c931ed19e331e8eab6f28)] -> xpath: .//*[@id='passwd']]
2017-12-06 20:23:15 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (a4ddb4ea4a5c931ed19e331e8eab6f28)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 20:23:16 INFO  TC001_LoginVerify:33 - ==========Finished verifying credential test============
2017-12-06 20:23:42 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-06 20:23:43 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (3810bbb78fe6bedf6ce2e1c0cfc099e7)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 20:23:43 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (3810bbb78fe6bedf6ce2e1c0cfc099e7)] -> xpath: .//*[@id='email']]
2017-12-06 20:23:43 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (3810bbb78fe6bedf6ce2e1c0cfc099e7)] -> xpath: .//*[@id='passwd']]
2017-12-06 20:23:44 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (3810bbb78fe6bedf6ce2e1c0cfc099e7)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 20:23:44 INFO  TC001_LoginVerify:33 - ==========Finished verifying credential test============
2017-12-06 20:30:54 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 20:30:55 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:31:10 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 20:31:11 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:31:25 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 20:31:28 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:31:36 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 20:31:38 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 20:31:43 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 20:31:45 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:13:48 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:13:51 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:13:56 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 21:13:57 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (43987ec1bc82de1dd59428e0bd440c41)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 21:13:57 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (43987ec1bc82de1dd59428e0bd440c41)] -> xpath: .//*[@id='email']]
2017-12-06 21:13:57 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (43987ec1bc82de1dd59428e0bd440c41)] -> xpath: .//*[@id='passwd']]
2017-12-06 21:13:58 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (43987ec1bc82de1dd59428e0bd440c41)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 21:13:58 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 21:17:26 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:17:28 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:17:35 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 21:17:36 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (afdce0637e846cff04f1417abd651f80)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 21:17:36 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (afdce0637e846cff04f1417abd651f80)] -> xpath: .//*[@id='email']]
2017-12-06 21:17:36 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (afdce0637e846cff04f1417abd651f80)] -> xpath: .//*[@id='passwd']]
2017-12-06 21:17:37 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (afdce0637e846cff04f1417abd651f80)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 21:17:37 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 21:25:26 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:25:29 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:25:34 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 21:25:35 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (517b856f25e21aa9d53296c646205593)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 21:25:35 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (517b856f25e21aa9d53296c646205593)] -> xpath: .//*[@id='email']]
2017-12-06 21:25:35 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (517b856f25e21aa9d53296c646205593)] -> xpath: .//*[@id='passwd']]
2017-12-06 21:25:36 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (517b856f25e21aa9d53296c646205593)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 21:25:36 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 21:31:47 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:31:49 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:32:06 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:32:08 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:32:21 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:32:23 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:32:28 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:32:30 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:32:35 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:32:37 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:34:23 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 21:34:24 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (9d505c54d073a58db39a3ddb86f7d52f)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 21:34:24 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (9d505c54d073a58db39a3ddb86f7d52f)] -> xpath: .//*[@id='email']]
2017-12-06 21:34:24 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (9d505c54d073a58db39a3ddb86f7d52f)] -> xpath: .//*[@id='passwd']]
2017-12-06 21:34:25 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (9d505c54d073a58db39a3ddb86f7d52f)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 21:34:25 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 21:53:35 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:53:37 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:53:50 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:53:52 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:54:08 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:54:10 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:54:16 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:54:18 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 21:54:24 INFO  TestBase:46 - Creating the object of chrome
2017-12-06 21:54:26 INFO  TestBase:60 - Navigating to http://automationpractice.com/index.php
2017-12-06 23:01:32 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 23:01:33 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (eeffc15e61c74d48248584f6396a89d7)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 23:01:33 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (eeffc15e61c74d48248584f6396a89d7)] -> xpath: .//*[@id='email']]
2017-12-06 23:01:33 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (eeffc15e61c74d48248584f6396a89d7)] -> xpath: .//*[@id='passwd']]
2017-12-06 23:01:34 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (eeffc15e61c74d48248584f6396a89d7)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 23:01:34 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 23:07:15 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 23:07:16 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (c2e09b7f2009f21d3b285a4e9444f4dd)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 23:07:16 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (c2e09b7f2009f21d3b285a4e9444f4dd)] -> xpath: .//*[@id='email']]
2017-12-06 23:07:17 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (c2e09b7f2009f21d3b285a4e9444f4dd)] -> xpath: .//*[@id='passwd']]
2017-12-06 23:07:17 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (c2e09b7f2009f21d3b285a4e9444f4dd)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 23:07:18 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-06 23:09:51 INFO  TC001_LoginVerify:27 - =======Etarting verifying credentials test=========
2017-12-06 23:09:52 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (ac427959961a1ff9a1f775fab894bb39)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-06 23:09:52 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (ac427959961a1ff9a1f775fab894bb39)] -> xpath: .//*[@id='email']]
2017-12-06 23:09:52 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (ac427959961a1ff9a1f775fab894bb39)] -> xpath: .//*[@id='passwd']]
2017-12-06 23:09:53 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (ac427959961a1ff9a1f775fab894bb39)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-06 23:09:53 INFO  TC001_LoginVerify:32 - ==========Finished verifying credential test============
2017-12-07 12:52:29 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 12:52:30 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (fec596b728dacce4ba003d7770e998fb)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 12:52:30 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (fec596b728dacce4ba003d7770e998fb)] -> xpath: .//*[@id='email']]
2017-12-07 12:52:30 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (fec596b728dacce4ba003d7770e998fb)] -> xpath: .//*[@id='passwd']]
2017-12-07 12:52:31 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (fec596b728dacce4ba003d7770e998fb)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 12:52:31 INFO  HomePage:226 - ======Registration failure message=========
2017-12-07 12:54:32 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 12:54:33 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (9fc2525c2dae3bc3a324e5f58b0bc1a4)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 12:54:33 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (9fc2525c2dae3bc3a324e5f58b0bc1a4)] -> xpath: .//*[@id='email']]
2017-12-07 12:54:33 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (9fc2525c2dae3bc3a324e5f58b0bc1a4)] -> xpath: .//*[@id='passwd']]
2017-12-07 12:54:34 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (9fc2525c2dae3bc3a324e5f58b0bc1a4)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 12:54:34 INFO  HomePage:226 - ======Registration failure message=========
2017-12-07 13:02:14 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 13:02:14 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (43396a03848a57ab9728439e816d1f4d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 13:02:15 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (43396a03848a57ab9728439e816d1f4d)] -> xpath: .//*[@id='email']]
2017-12-07 13:02:15 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (43396a03848a57ab9728439e816d1f4d)] -> xpath: .//*[@id='passwd']]
2017-12-07 13:02:15 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (43396a03848a57ab9728439e816d1f4d)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 13:02:15 INFO  HomePage:226 - ======Registration failure message=========
2017-12-07 13:05:58 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 13:05:59 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (be5578b0f3097807d93b7ef4043e9ce2)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 13:06:00 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (be5578b0f3097807d93b7ef4043e9ce2)] -> xpath: .//*[@id='email']]
2017-12-07 13:06:00 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (be5578b0f3097807d93b7ef4043e9ce2)] -> xpath: .//*[@id='passwd']]
2017-12-07 13:06:00 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (be5578b0f3097807d93b7ef4043e9ce2)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 13:06:00 INFO  HomePage:226 - ======Registration failure message=========
2017-12-07 13:06:46 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 13:06:48 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (d0bb8b545db24f144745951b0ab03270)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 13:06:48 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (d0bb8b545db24f144745951b0ab03270)] -> xpath: .//*[@id='email']]
2017-12-07 13:06:48 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (d0bb8b545db24f144745951b0ab03270)] -> xpath: .//*[@id='passwd']]
2017-12-07 13:06:49 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (d0bb8b545db24f144745951b0ab03270)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 13:06:49 INFO  HomePage:226 - ======Registration failure message=========
2017-12-07 13:07:10 INFO  TC001_LoginVerify:28 - =======Etarting verifying credentials test=========
2017-12-07 13:07:12 INFO  HomePage:149 - Clicked on sign in and object is :-[[ChromeDriver: chrome on XP (8c6aee400f641a623502cb09fd001fbb)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-12-07 13:07:12 INFO  HomePage:151 - Entered email address:-admin123456@gmail.com and object is :-[[ChromeDriver: chrome on XP (8c6aee400f641a623502cb09fd001fbb)] -> xpath: .//*[@id='email']]
2017-12-07 13:07:12 INFO  HomePage:153 - Entered password:-admin1234io and object is:-[[ChromeDriver: chrome on XP (8c6aee400f641a623502cb09fd001fbb)] -> xpath: .//*[@id='passwd']]
2017-12-07 13:07:12 INFO  HomePage:155 - Elicked on submit button and object is:-[[ChromeDriver: chrome on XP (8c6aee400f641a623502cb09fd001fbb)] -> xpath: .//*[@id='SubmitLogin']]
2017-12-07 13:07:12 INFO  HomePage:226 - ======Registration failure message=========
